"trt","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","error","trt1","trt2","y","p","event","X0","X1","X2"
0,-0.626368228189236,0.0787617156523175,-0.532190198877255,-0.376311541276853,-0.253313996092693,0,0,0,0,0,0.227794778638153,0,0,-3.17685916374775,0.0400459004164077,0,0.622881182864642,0.340137034593375,0.0369817825419828
0,0.481335325559074,-0.0514206026970686,-0.369966712954361,-0.113686062921579,2.7230177190791,0,0,0,0,0,1.94452790652885,0,0,0.698145197155225,0.667776410291533,1,0.397422093497254,0.331370853059922,0.271207053442825
0,1.69527108394262,-0.26077412693551,1.17089931194147,0.289218268779526,-1.07181675403985,0,0,1,0,1,-2.04149123008795,0,0,-2.53096497123609,0.0737157295959555,0,0.142646373018089,0.266010802269354,0.591342824712556
0,-1.7612262939127,1.56626818838158,-0.46456777504569,1.45759096619549,0.621438803499815,0,0,0,0,0,0.174774180593665,0,0,-1.51083023940703,0.180815784308379,0,0.438021916765353,0.362784295957193,0.199193787277454
0,0.198013015105549,-0.37201510999926,-0.302146007121429,0.989201107791267,0.581322659564173,0,0,0,0,0,0.149012518879793,0,0,-1.97461716827912,0.121893821506596,0,0.510460861066893,0.354925035285097,0.134614103648009
0,0.39734909880081,1.74194443929695,1.39137089078779,0.561896249828456,-0.94157206958658,1,0,0,0,0,1.57255166778271,0,0,0.221936080425086,0.555257394630358,1,0.438570513997827,0.351841488061479,0.209587997940693
0,0.0292254949810759,-1.09885654076545,-0.44964063200286,0.940712458917581,0.644230962171813,1,0,0,0,0,-0.431390566271635,0,0,-2.04806617077526,0.114247929850421,0,0.503925074870006,0.401381522783254,0.0946934023467406
0,2.56027338872093,0.866328444033965,-0.846654980016265,0.260875499657231,0.588923665624186,0,0,0,0,0,-1.00807869362679,0,0,-3.09044298569055,0.0435031982958848,0,0.468339314144854,0.351764219781192,0.179896466073954
0,1.25712771158455,0.534788336102569,-0.0327581356516082,-1.22006740544355,-0.550372608584288,0,1,1,0,0,-0.0517375309051595,0,0,-1.65220036688776,0.160811785418229,0,0.317434258786002,0.506525014163366,0.176040727050632
0,-0.534537685615439,-1.39422777536496,0.151766121659548,0.640949915509829,-0.0277067879935917,0,0,0,0,0,-0.74010311038347,0,0,-3.59540675404539,0.0267161697814555,0,0.603079318880237,0.33690741655273,0.0600132645670337
